index	???	Unknow	r	g	b	a
590	17NetworksRHTempPar3	17Networks_RH_TempPar_3	16	48	251	255
591	17NetworksRHTempPar4	17Networks_RH_TempPar_4	16	48	252	255
592	17NetworksRHTempPar5	17Networks_RH_TempPar_5	16	48	253	255
593	17NetworksRHTempPar6	17Networks_RH_TempPar_6	16	48	255	255
594	17NetworksRHTempPar7	17Networks_RH_TempPar_7	13	41	250	255
595	17NetworksRHTempPar8	17Networks_RH_TempPar_8	13	41	251	255
596	17NetworksRHTempPar9	17Networks_RH_TempPar_9	13	41	252	255
597	17NetworksRHTempPar10	17Networks_RH_TempPar_10	13	41	253	255
598	17NetworksRHTempPar11	17Networks_RH_TempPar_11	13	41	254	255
599	17NetworksRHTempPar12	17Networks_RH_TempPar_12	13	42	247	255
600	17NetworksRHTempPar13	17Networks_RH_TempPar_13	13	42	248	255
